Start Station,End Station,Probability
8 St & Washington St,Stevens - River Ter & 6 St,0.006165228
8 St & Washington St,Van Vorst Park,0.001849568
8 St & Washington St,Warren St,0.003082614
8 St & Washington St,Washington St,0.002466091
8 St & Washington St,West St & Chambers St,0.000616523
8 St & Washington St,Willow Ave & 12 St,0.027127004
9 St HBLR - Jackson St & 8 St,11 St & Washington St,0.042735043
9 St HBLR - Jackson St & 8 St,12 St & Sinatra Dr N,0.028205128
9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,0.036752137
9 St HBLR - Jackson St & 8 St,4 St & Grand St,0.014529915
9 St HBLR - Jackson St & 8 St,6 St & Grand St,0.008547009
9 St HBLR - Jackson St & 8 St,7 St & Monroe St,0.033333333
9 St HBLR - Jackson St & 8 St,8 St & Washington St,0.054700855
9 St HBLR - Jackson St & 8 St,9 St HBLR - Jackson St & 8 St,0.068376068
9 St HBLR - Jackson St & 8 St,Adams St & 11 St,0.011965812
9 St HBLR - Jackson St & 8 St,Adams St & 2 St,0.01025641
9 St HBLR - Jackson St & 8 St,Baldwin at Montgomery,0.000854701
9 St HBLR - Jackson St & 8 St,Bergen Ave & Stegman St,0.003418803
9 St HBLR - Jackson St & 8 St,Bloomfield St & 15 St,0.027350427
9 St HBLR - Jackson St & 8 St,Brunswick & 6th,0.002564103
9 St HBLR - Jackson St & 8 St,Christ Hospital,0.004273504
9 St HBLR - Jackson St & 8 St,Church Sq Park - 5 St & Park Ave,0.036752137
9 St HBLR - Jackson St & 8 St,City Hall,0.002564103
9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,0.060683761
9 St HBLR - Jackson St & 8 St,Clinton St & 7 St,0.016239316
9 St HBLR - Jackson St & 8 St,Clinton St & Newark St,0.014529915
9 St HBLR - Jackson St & 8 St,Columbus Dr at Exchange Pl,0.009401709
9 St HBLR - Jackson St & 8 St,Columbus Drive,0.009401709
9 St HBLR - Jackson St & 8 St,Columbus Park - Clinton St & 9 St,0.031623932
9 St HBLR - Jackson St & 8 St,Grand St,0.002564103
9 St HBLR - Jackson St & 8 St,Grand St & 14 St,0.04017094
9 St HBLR - Jackson St & 8 St,Grove St PATH,0.003418803
9 St HBLR - Jackson St & 8 St,Hamilton Park,0.011965812
9 St HBLR - Jackson St & 8 St,Harborside,0.002564103
9 St HBLR - Jackson St & 8 St,Heights Elevator,0.013675214
9 St HBLR - Jackson St & 8 St,Hilltop,0.008547009
9 St HBLR - Jackson St & 8 St,Hoboken Ave at Monmouth St,0.009401709
9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,0.082051282
9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,0.056410256
9 St HBLR - Jackson St & 8 St,Hudson St & 4 St,0.016239316
9 St HBLR - Jackson St & 8 St,Jackson Square,0.001709402
9 St HBLR - Jackson St & 8 St,Jersey & 3rd,0.002564103
9 St HBLR - Jackson St & 8 St,Jersey & 6th St,0.000854701
9 St HBLR - Jackson St & 8 St,Journal Square,0.000854701
9 St HBLR - Jackson St & 8 St,Leonard Gordon Park,0.000854701
9 St HBLR - Jackson St & 8 St,Liberty Light Rail,0.009401709
9 St HBLR - Jackson St & 8 St,Madison St & 1 St,0.006837607
9 St HBLR - Jackson St & 8 St,Madison St & 10 St,0.015384615
9 St HBLR - Jackson St & 8 St,Mama Johnson Field - 4 St & Jackson St,0.006837607
9 St HBLR - Jackson St & 8 St,Marin Light Rail,0.003418803
9 St HBLR - Jackson St & 8 St,Marshall St & 2 St,0.006837607
9 St HBLR - Jackson St & 8 St,Monmouth and 6th,0.002564103
9 St HBLR - Jackson St & 8 St,Montgomery St,0.002564103
9 St HBLR - Jackson St & 8 St,Morris Canal,0.000854701
9 St HBLR - Jackson St & 8 St,Newark Ave,0.004273504
9 St HBLR - Jackson St & 8 St,Newport PATH,0.011965812
9 St HBLR - Jackson St & 8 St,Newport Pkwy,0.009401709
9 St HBLR - Jackson St & 8 St,Oakland Ave,0.000854701
9 St HBLR - Jackson St & 8 St,Pershing Field,0.004273504
9 St HBLR - Jackson St & 8 St,Riverview Park,0.004273504
9 St HBLR - Jackson St & 8 St,Sip Ave,0.000854701
9 St HBLR - Jackson St & 8 St,South Waterfront Walkway - Sinatra Dr & 1 St,0.052136752
9 St HBLR - Jackson St & 8 St,Southwest Park - Jackson St & Observer Hwy,0.006837607
9 St HBLR - Jackson St & 8 St,Stevens - River Ter & 6 St,0.018803419
9 St HBLR - Jackson St & 8 St,Van Vorst Park,0.003418803
9 St HBLR - Jackson St & 8 St,Warren St,0.002564103
9 St HBLR - Jackson St & 8 St,Washington St,0.008547009
9 St HBLR - Jackson St & 8 St,Willow Ave & 12 St,0.034188034
Adams St & 11 St,11 St & Washington St,0.034534535
Adams St & 11 St,12 St & Sinatra Dr N,0.03003003
Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,0.058558559
Adams St & 11 St,4 St & Grand St,0.01951952
Adams St & 11 St,6 St & Grand St,0.016516517
Adams St & 11 St,7 St & Monroe St,0.016516517
Adams St & 11 St,8 St & Washington St,0.052552553
Adams St & 11 St,9 St HBLR - Jackson St & 8 St,0.018018018
Adams St & 11 St,Adams St & 11 St,0.078078078
Adams St & 11 St,Adams St & 2 St,0.024024024
Adams St & 11 St,Baldwin at Montgomery,0.001501502
Adams St & 11 St,Bloomfield St & 15 St,0.013513514
Adams St & 11 St,Brunswick St,0.004504505
Adams St & 11 St,Church Sq Park - 5 St & Park Ave,0.034534535
Adams St & 11 St,City Hall - Washington St & 1 St,0.078078078
Adams St & 11 St,Clinton St & 7 St,0.021021021
Adams St & 11 St,Clinton St & Newark St,0.028528529
Adams St & 11 St,Columbus Dr at Exchange Pl,0.006006006
Adams St & 11 St,Columbus Park - Clinton St & 9 St,0.022522523
Adams St & 11 St,Grand St,0.001501502
Adams St & 11 St,Grand St & 14 St,0.01951952
Adams St & 11 St,Grove St PATH,0.001501502
Adams St & 11 St,Hamilton Park,0.003003003
Adams St & 11 St,Harborside,0.003003003
Adams St & 11 St,Heights Elevator,0.001501502
Adams St & 11 St,Hoboken Ave at Monmouth St,0.006006006
Adams St & 11 St,Hoboken Terminal - Hudson St & Hudson Pl,0.091591592
Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,0.063063063
Adams St & 11 St,Hudson St & 4 St,0.036036036
Adams St & 11 St,Jersey & 6th St,0.001501502
Adams St & 11 St,Journal Square,0.001501502
Adams St & 11 St,Lafayette Park,0.001501502
Adams St & 11 St,Liberty Light Rail,0.001501502
Adams St & 11 St,Madison St & 1 St,0.025525526
Adams St & 11 St,Madison St & 10 St,0.033033033
Adams St & 11 St,Mama Johnson Field - 4 St & Jackson St,0.013513514
Adams St & 11 St,Manila & 1st,0.001501502
Adams St & 11 St,Marin Light Rail,0.003003003
Adams St & 11 St,Marshall St & 2 St,0.009009009
Adams St & 11 St,Montgomery St,0.001501502
Adams St & 11 St,Newark Ave,0.003003003
Adams St & 11 St,Newport PATH,0.007507508
Adams St & 11 St,Newport Pkwy,0.012012012
Adams St & 11 St,Oakland Ave,0.001501502
Adams St & 11 St,Pershing Field,0.004504505
Adams St & 11 St,Riverview Park,0.004504505
Adams St & 11 St,South Waterfront Walkway - Sinatra Dr & 1 St,0.054054054
Adams St & 11 St,Southwest Park - Jackson St & Observer Hwy,0.007507508
Adams St & 11 St,Stevens - River Ter & 6 St,0.009009009
Adams St & 11 St,Washington St,0.003003003
Adams St & 11 St,Willow Ave & 12 St,0.015015015
Adams St & 2 St,11 St & Washington St,0.031217482
Adams St & 2 St,12 St & Sinatra Dr N,0.02289282
Adams St & 2 St,14 St Ferry - 14 St & Shipyard Ln,0.028095734
Adams St & 2 St,4 St & Grand St,0.021852237
Adams St & 2 St,6 St & Grand St,0.015608741
Adams St & 2 St,7 St & Monroe St,0.037460978
Adams St & 2 St,8 St & Washington St,0.008324662
Adams St & 2 St,9 St HBLR - Jackson St & 8 St,0.024973985
Adams St & 2 St,Adams St & 11 St,0.019771072
Adams St & 2 St,Adams St & 2 St,0.067637877
Adams St & 2 St,Bloomfield St & 15 St,0.013527575
Adams St & 2 St,Brunswick & 6th,0.008324662
Adams St & 2 St,Brunswick St,0.002081165
Adams St & 2 St,Christ Hospital,0.002081165
Adams St & 2 St,Church Sq Park - 5 St & Park Ave,0.023933403
Adams St & 2 St,City Hall,0.004162331
Adams St & 2 St,City Hall - Washington St & 1 St,0.055150884
Adams St & 2 St,Clinton St & 7 St,0.049947971
Adams St & 2 St,Clinton St & Newark St,0.01144641
Adams St & 2 St,Columbus Dr at Exchange Pl,0.001040583
Adams St & 2 St,Columbus Drive,0.003121748
Adams St & 2 St,Columbus Park - Clinton St & 9 St,0.048907388
Adams St & 2 St,Communipaw & Berry Lane,0.001040583
Adams St & 2 St,Dixon Mills,0.002081165
Adams St & 2 St,Essex Light Rail,0.001040583
Adams St & 2 St,Fairmount Ave,0.001040583
Adams St & 2 St,Grand St,0.004162331
Adams St & 2 St,Grand St & 14 St,0.031217482
Adams St & 2 St,Grove St PATH,0.004162331
Adams St & 2 St,Hamilton Park,0.004162331
Adams St & 2 St,Harborside,0.007284079
Adams St & 2 St,Heights Elevator,0.003121748
Adams St & 2 St,Hoboken Ave at Monmouth St,0.029136316
Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,0.069719043
Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,0.073881374
Adams St & 2 St,Hudson St & 4 St,0.018730489
Adams St & 2 St,JC Medical Center,0.006243496
Adams St & 2 St,Jersey & 3rd,0.003121748
Adams St & 2 St,Jersey & 6th St,0.004162331
Adams St & 2 St,Liberty Light Rail,0.004162331
Adams St & 2 St,Lincoln Park,0.001040583
Adams St & 2 St,Madison St & 1 St,0.007284079
Adams St & 2 St,Madison St & 10 St,0.028095734
Adams St & 2 St,Mama Johnson Field - 4 St & Jackson St,0.004162331
Adams St & 2 St,Manila & 1st,0.005202914
Adams St & 2 St,Marin Light Rail,0.002081165
Adams St & 2 St,Marshall St & 2 St,0.032258065
Adams St & 2 St,Monmouth and 6th,0.002081165
Adams St & 2 St,Montgomery St,0.002081165
Adams St & 2 St,Newark Ave,0.004162331
Adams St & 2 St,Newport PATH,0.013527575
Adams St & 2 St,Newport Pkwy,0.008324662
Adams St & 2 St,Pershing Field,0.004162331
Adams St & 2 St,Riverview Park,0.007284079
Adams St & 2 St,South Waterfront Walkway - Sinatra Dr & 1 St,0.049947971
Adams St & 2 St,Southwest Park - Jackson St & Observer Hwy,0.012486993
Adams St & 2 St,Stevens - River Ter & 6 St,0.003121748
Adams St & 2 St,Van Vorst Park,0.003121748
Adams St & 2 St,Warren St,0.002081165
Adams St & 2 St,Washington St,0.006243496
Adams St & 2 St,Willow Ave & 12 St,0.031217482
Astor Place,12 Ave & W 40 St,0.001818182
Astor Place,14 St Ferry - 14 St & Shipyard Ln,0.001818182
Astor Place,5 Corners Library,0.012727273
Astor Place,6 Ave & W 33 St,0.001818182
Astor Place,Astor Place,0.083636364
Astor Place,Baldwin at Montgomery,0.014545455
Astor Place,Bergen Ave,0.018181818
Astor Place,Bergen Ave & Stegman St,0.012727273
Astor Place,Brunswick St,0.001818182
Astor Place,Christ Hospital,0.003636364
Astor Place,City Hall,0.050909091
Astor Place,Columbus Dr at Exchange Pl,0.012727273
Astor Place,Columbus Drive,0.007272727
Astor Place,Communipaw & Berry Lane,0.005454545
Astor Place,Dey St,0.001818182
Astor Place,Dixon Mills,0.001818182
Astor Place,Fairmount Ave,0.007272727
Astor Place,Glenwood Ave,0.001818182
Astor Place,Grand St,0.003636364
Astor Place,Grove St PATH,0.092727273
Astor Place,Hamilton Park,0.007272727
Astor Place,Harborside,0.001818182
Astor Place,Heights Elevator,0.012727273
Astor Place,Hilltop,0.014545455
Astor Place,Hoboken Ave at Monmouth St,0.021818182
Astor Place,Hoboken Terminal - River St & Hudson Pl,0.001818182
Astor Place,Hudson St & 4 St,0.001818182
Astor Place,JC Medical Center,0.003636364
Astor Place,Jackson Square,0.016363636
Astor Place,Jersey & 3rd,0.005454545
Astor Place,Jersey & 6th St,0.001818182
Astor Place,Journal Square,0.081818182
Astor Place,Lafayette Park,0.038181818
Astor Place,Liberty Light Rail,0.009090909
Astor Place,Lincoln Park,0.021818182
Astor Place,Manila & 1st,0.003636364
Astor Place,Marin Light Rail,0.014545455
Astor Place,McGinley Square,0.043636364
Astor Place,Montgomery St,0.027272727
Astor Place,Morris Canal,0.007272727
Astor Place,Newark Ave,0.009090909
Astor Place,Newport PATH,0.012727273
Astor Place,Newport Pkwy,0.005454545
Astor Place,Paulus Hook,0.003636364
Astor Place,Riverview Park,0.001818182
Astor Place,Sip Ave,0.258181818
Astor Place,South Waterfront Walkway - Sinatra Dr & 1 St,0.005454545
Astor Place,Stevens - River Ter & 6 St,0.001818182
Astor Place,Union St,0.009090909
Astor Place,Van Vorst Park,0.010909091
Astor Place,Washington St,0.007272727
Baldwin at Montgomery,11 St & Washington St,0.001039501
Baldwin at Montgomery,12 St & Sinatra Dr N,0.001039501
Baldwin at Montgomery,4 St & Grand St,0.001039501
Baldwin at Montgomery,5 Corners Library,0.014553015
Baldwin at Montgomery,6 St & Grand St,0.001039501
Baldwin at Montgomery,8 St & Washington St,0.003118503
Baldwin at Montgomery,Adams St & 2 St,0.001039501
Baldwin at Montgomery,Astor Place,0.006237006
Baldwin at Montgomery,Baldwin at Montgomery,0.077962578
Baldwin at Montgomery,Bergen Ave,0.002079002
Baldwin at Montgomery,Bergen Ave & Stegman St,0.003118503
Baldwin at Montgomery,Brunswick & 6th,0.002079002
Baldwin at Montgomery,Brunswick St,0.011434511
Baldwin at Montgomery,Christ Hospital,0.001039501
Baldwin at Montgomery,City Hall,0.038461538
Baldwin at Montgomery,City Hall - Washington St & 1 St,0.001039501
Baldwin at Montgomery,Columbus Dr at Exchange Pl,0.018711019
Baldwin at Montgomery,Columbus Drive,0.009355509
Baldwin at Montgomery,Communipaw & Berry Lane,0.007276507
Baldwin at Montgomery,Dey St,0.001039501
Baldwin at Montgomery,Dixon Mills,0.023908524
Baldwin at Montgomery,Essex Light Rail,0.002079002
Baldwin at Montgomery,Fairmount Ave,0.005197505
Baldwin at Montgomery,Glenwood Ave,0.002079002
Baldwin at Montgomery,Grand St,0.011434511
Baldwin at Montgomery,Grand St & 14 St,0.002079002
Baldwin at Montgomery,Grant Ave & MLK Dr,0.001039501
Baldwin at Montgomery,Grove St PATH,0.196465696
Baldwin at Montgomery,Hamilton Park,0.016632017
Baldwin at Montgomery,Harborside,0.009355509
Baldwin at Montgomery,Heights Elevator,0.003118503
Baldwin at Montgomery,Hilltop,0.016632017
Baldwin at Montgomery,Hoboken Ave at Monmouth St,0.007276507
Baldwin at Montgomery,Hoboken Terminal - Hudson St & Hudson Pl,0.001039501
Baldwin at Montgomery,Hoboken Terminal - River St & Hudson Pl,0.004158004
Baldwin at Montgomery,Hudson St & 4 St,0.002079002
Baldwin at Montgomery,JC Medical Center,0.006237006
Baldwin at Montgomery,Jersey & 3rd,0.008316008
Baldwin at Montgomery,Jersey & 6th St,0.001039501
Baldwin at Montgomery,Journal Square,0.045738046
Baldwin at Montgomery,Lafayette Park,0.004158004
Baldwin at Montgomery,Leonard Gordon Park,0.002079002
Baldwin at Montgomery,Liberty Light Rail,0.023908524
Baldwin at Montgomery,Lincoln Park,0.015592516
Baldwin at Montgomery,Madison St & 10 St,0.003118503
Baldwin at Montgomery,Manila & 1st,0.016632017
Baldwin at Montgomery,Marin Light Rail,0.01039501
Baldwin at Montgomery,Marshall St & 2 St,0.001039501
Baldwin at Montgomery,McGinley Square,0.035343035
Baldwin at Montgomery,Monmouth and 6th,0.004158004
Baldwin at Montgomery,Montgomery St,0.017671518
Baldwin at Montgomery,Morris Canal,0.007276507
Baldwin at Montgomery,Newark Ave,0.027027027
Baldwin at Montgomery,Newport PATH,0.015592516
Baldwin at Montgomery,Newport Pkwy,0.012474012
Baldwin at Montgomery,Oakland Ave,0.002079002
Baldwin at Montgomery,Paulus Hook,0.013513514
Baldwin at Montgomery,Pershing Field,0.003118503
Baldwin at Montgomery,Riverview Park,0.002079002
Baldwin at Montgomery,Sip Ave,0.143451143
Baldwin at Montgomery,South Waterfront Walkway - Sinatra Dr & 1 St,0.002079002
Baldwin at Montgomery,Union St,0.006237006
Baldwin at Montgomery,Van Vorst Park,0.029106029
Baldwin at Montgomery,Warren St,0.011434511
Baldwin at Montgomery,Washington St,0.020790021
Baldwin at Montgomery,Willow Ave & 12 St,0.001039501
Bergen Ave,12 Ave & W 40 St,0.00770416
Bergen Ave,14 St Ferry - 14 St & Shipyard Ln,0.001540832
Bergen Ave,5 Corners Library,0.004622496
Bergen Ave,6 Ave & Walker St,0.001540832
Bergen Ave,8 St & Washington St,0.001540832
Bergen Ave,Astor Place,0.00770416
Bergen Ave,Baldwin at Montgomery,0.004622496
Bergen Ave,Barrow St & Hudson St,0.001540832
Bergen Ave,Bergen Ave,0.05238829
Bergen Ave,Bergen Ave & Stegman St,0.006163328
Bergen Ave,Brunswick & 6th,0.003081664
Bergen Ave,Brunswick St,0.001540832
Bergen Ave,Christ Hospital,0.001540832
Bergen Ave,Christopher St & Greenwich St,0.001540832
Bergen Ave,City Hall,0.004622496
Bergen Ave,Columbus Dr at Exchange Pl,0.009244992
Bergen Ave,Columbus Drive,0.009244992
Bergen Ave,Communipaw & Berry Lane,0.01540832
Bergen Ave,Dey St,0.003081664
Bergen Ave,Dixon Mills,0.010785824
Bergen Ave,Fairmount Ave,0.00770416
Bergen Ave,Glenwood Ave,0.004622496
Bergen Ave,Grand St,0.004622496
Bergen Ave,Grant Ave & MLK Dr,0.001540832
Bergen Ave,Grove St PATH,0.030816641
Bergen Ave,Hamilton Park,0.026194145
Bergen Ave,Harborside,0.003081664
Bergen Ave,Heights Elevator,0.001540832
Bergen Ave,Hilltop,0.010785824
Bergen Ave,Hoboken Ave at Monmouth St,0.004622496
Bergen Ave,Hoboken Terminal - Hudson St & Hudson Pl,0.001540832
Bergen Ave,Hoboken Terminal - River St & Hudson Pl,0.003081664
Bergen Ave,JC Medical Center,0.004622496
Bergen Ave,Jackson Square,0.001540832
Bergen Ave,Jersey & 3rd,0.040061633
Bergen Ave,Jersey & 6th St,0.003081664
Bergen Ave,Journal Square,0.104776579
Bergen Ave,Lafayette Park,0.006163328
Bergen Ave,Leonard Gordon Park,0.001540832
Bergen Ave,Liberty Light Rail,0.003081664
Bergen Ave,Lincoln Park,0.00770416
Bergen Ave,Manila & 1st,0.003081664
Bergen Ave,Marin Light Rail,0.01540832
Bergen Ave,McGinley Square,0.069337442
Bergen Ave,Monmouth and 6th,0.003081664
Bergen Ave,Montgomery St,0.020030817
Bergen Ave,Morris Canal,0.001540832
Bergen Ave,Newark Ave,0.006163328
Bergen Ave,Newport PATH,0.021571649
Bergen Ave,Newport Pkwy,0.004622496
Bergen Ave,Oakland Ave,0.001540832
Bergen Ave,Paulus Hook,0.00770416
Bergen Ave,Pershing Field,0.004622496
Bergen Ave,Riverview Park,0.004622496
Bergen Ave,Sip Ave,0.380585516
Bergen Ave,Union St,0.00770416
Bergen Ave,Van Vorst Park,0.009244992
Bergen Ave,Warren St,0.001540832
Bergen Ave,Washington St,0.01540832
Bergen Ave & Stegman St,Adams St & 2 St,0.013333333
Bergen Ave & Stegman St,Astor Place,0.02
Bergen Ave & Stegman St,Baldwin at Montgomery,0.02
Bergen Ave & Stegman St,Bergen Ave,0.066666667
Bergen Ave & Stegman St,Bergen Ave & Stegman St,0.306666667
Bergen Ave & Stegman St,Brunswick & 6th,0.006666667
Bergen Ave & Stegman St,Brunswick St,0.006666667
Bergen Ave & Stegman St,Christ Hospital,0.006666667
Bergen Ave & Stegman St,Church Sq Park - 5 St & Park Ave,0.006666667
Bergen Ave & Stegman St,City Hall,0.013333333
Bergen Ave & Stegman St,Columbus Dr at Exchange Pl,0.02
Bergen Ave & Stegman St,Communipaw & Berry Lane,0.066666667
Bergen Ave & Stegman St,Glenwood Ave,0.02
Bergen Ave & Stegman St,Grand St,0.013333333
Bergen Ave & Stegman St,Grant Ave & MLK Dr,0.006666667
Bergen Ave & Stegman St,Grove St PATH,0.02
Bergen Ave & Stegman St,Hamilton Park,0.013333333
